District.Type,District.Number,math19,reading19,name19.x,math22,reading22,name22.x,math25,reading25,name25.x,math_perc_19_22,math_perc_pt_19_22,math_perc_22_25,math_perc_pt_22_25,math_perc_19_25,math_perc_pt_19_25,reading_perc_19_22,reading_perc_pt_19_22,reading_perc_22_25,reading_perc_pt_22_25,reading_perc_19_25,reading_perc_pt_19_25,name19.y,enrollment19,perc_white19,perc_frp19,name22.y,enrollment22,perc_white22,perc_frp22,name25.y,enrollment25,perc_white25,perc_frp25
1,213,62.66,62.07,Osakis Public School District,57.3,53.63,Osakis Public School District,61.45,48.91,Osakis Public School District,-0.085541015,-5.36,0.072425829,4.15,-0.019310565,-1.21,-0.135975512,-8.44,-0.088010442,-4.72,-0.212018689,-13.16,Osakis Public School District,846,95.27%,30.26%,Osakis Public School District,856,93.22%,21.85%,Osakis Public School District,887,93.57%,34.05%
1,227,67.91,70.85,Chatfield Public Schools,56.78,62.66,Chatfield Public Schools,54.41,59.01,Chatfield Public Schools,-0.163893388,-11.13,-0.041740049,-2.37,-0.19879252,-13.5,-0.11559633,-8.19,-0.058250878,-3.65,-0.16711362,-11.84,Chatfield Public Schools,873,94.50%,16.95%,Chatfield Public Schools,897,95.43%,13.04%,Chatfield Public Schools,898,94.77%,24.94%
1,229,59.12,62.83,Lanesboro Public School District,52.58,55.72,Lanesboro Public School District,43.78,43.18,Lanesboro Public School District,-0.110622463,-6.54,-0.167364017,-8.8,-0.25947226,-15.34,-0.113162502,-7.11,-0.225053841,-12.54,-0.312748687,-19.65,Lanesboro Public School District,347,96.25%,36.02%,Lanesboro Public School District,417,95.92%,19.90%,Lanesboro Public School District,442,95.02%,35.97%
1,238,48,63.31,Mabel-Canton Public School Dist.,57.04,56.49,Mabel-Canton Public School District,50,61.11,Mabel-Canton Public School District,0.188333333,9.04,-0.12342216,-7.04,0.041666667,2,-0.107723898,-6.82,0.081784387,4.62,-0.034749645,-2.2,Mabel-Canton Public School District,275,95.27%,31.27%,Mabel-Canton Public School District,265,96.60%,15.47%,Mabel-Canton Public School District,269,95.54%,26.39%
1,239,52.76,62.66,Rushford-Peterson Public Schools,44.06,49.27,Rushford-Peterson Public Schools,49.85,50.87,Rushford-Peterson Public Schools,-0.16489765,-8.7,0.131411711,5.79,-0.055155421,-2.91,-0.213692946,-13.39,0.032474122,1.6,-0.188158315,-11.79,Rushford-Peterson Public Schools,697,94.55%,29.27%,Rushford-Peterson Public Schools,639,93.90%,18.94%,Rushford-Peterson Public Schools,648,93.36%,31.33%
1,241,43.93,47.61,Albert Lea Public School District,36.57,40.36,Albert Lea Public School District,27.75,37.4,Albert Lea Public School District,-0.167539267,-7.36,-0.241181296,-8.82,-0.368313226,-16.18,-0.152278933,-7.25,-0.073339941,-2.96,-0.214450746,-10.21,Albert Lea Public School District,3595,63.81%,51.93%,Albert Lea Public School District,3506,59.30%,50.11%,Albert Lea Public School District,3335,54.93%,57.96%
1,242,55.38,56.93,Alden-Conger Public School District,42.74,44.31,Alden-Conger Public School District,39.58,49,Alden-Conger Public School District,-0.228241242,-12.64,-0.073935423,-3.16,-0.285301553,-15.8,-0.221675742,-12.62,0.105845182,4.69,-0.13929387,-7.93,Alden-Conger Public School District,507,90.73%,29.78%,Alden-Conger Public School District,442,92.76%,19.23%,Alden-Conger Public School District,444,91.67%,32.21%
1,252,60.19,62.71,Cannon Falls Public School District,48.85,53.88,Cannon Falls Public School District,50.86,54.61,Cannon Falls Public School District,-0.188403389,-11.34,0.041146366,2.01,-0.155009138,-9.33,-0.140806889,-8.83,0.013548627,0.73,-0.129166002,-8.1,Cannon Falls Public School District,1158,91.54%,24.96%,Cannon Falls Public School District,1087,90.89%,16.74%,Cannon Falls Public School District,1055,89.95%,23.51%
1,253,52.51,56.51,Goodhue Public School District,50,50.95,Goodhue Public School District,47.65,57.01,Goodhue Public School District,-0.047800419,-2.51,-0.047,-2.35,-0.092553799,-4.86,-0.098389666,-5.56,0.118940137,6.06,0.008847992,0.5,Goodhue Public School District,673,90.64%,16.94%,Goodhue Public School District,703,88.62%,11.38%,Goodhue Public School District,778,88.05%,23.01%
1,255,66.85,68.99,Pine Island Public School Dist.,56.07,56.93,Pine Island Public School District,52.23,56.47,Pine Island Public School District,-0.161256545,-10.78,-0.068485821,-3.84,-0.218698579,-14.62,-0.174807943,-12.06,-0.008080098,-0.46,-0.181475576,-12.52,Pine Island Public School District,1358,92.49%,15.61%,Pine Island Public School District,1493,90.76%,8.24%,Pine Island Public School District,1562,90.14%,17.67%
1,256,48.88,54.75,Red Wing Public School District,33.99,42.2,Red Wing Public School District,31.06,37.92,Red Wing Public School District,-0.304623568,-14.89,-0.086201824,-2.93,-0.364566285,-17.82,-0.229223744,-12.55,-0.101421801,-4.28,-0.30739726,-16.83,Red Wing Public School District,2667,75.67%,33.45%,Red Wing Public School District,2481,74.97%,25.11%,Red Wing Public School District,2225,71.42%,35.46%
1,261,54.01,59.46,Ashby Public School District,46.63,50,Ashby Public School District,56.57,53.8,Ashby Public School District,-0.136641363,-7.38,0.213167489,9.94,0.04739863,2.56,-0.159098554,-9.46,0.076,3.8,-0.095190044,-5.66,Ashby Public School District,293,96.25%,37.20%,Ashby Public School District,318,95.91%,24.53%,Ashby Public School District,315,96.83%,33.97%
1,264,53.45,70,Herman-Norcross School District,30.43,29.41,Herman-Norcross School District,28.21,25,Herman-Norcross Community School,-0.430682881,-23.02,-0.072954321,-2.22,-0.472217025,-25.24,-0.579857143,-40.59,-0.149948997,-4.41,-0.642857143,-45,Herman-Norcross School District,99,85.86%,33.33%,Herman-Norcross School District,96,88.54%,41.67%,Herman-Norcross Community School,92,88.04%,30.43%
1,270,54.48,59.48,Hopkins Public School District,41.81,51.94,Hopkins Public School District,38,48.66,Hopkins Public School District,-0.232562408,-12.67,-0.091126525,-3.81,-0.302496329,-16.48,-0.126765299,-7.54,-0.063149788,-3.28,-0.181909886,-10.82,Hopkins Public School District,6883,52.96%,35.44%,Hopkins Public School District,6942,50.29%,30.80%,Hopkins Public School District,7129,49.25%,37.35%
1,271,46.99,53.48,Bloomington Public School District,36.6,48.58,Bloomington Public School District,38.3,41.75,Bloomington Public Schools,-0.221110875,-10.39,0.046448087,1.7,-0.184932964,-8.69,-0.091623037,-4.9,-0.140592837,-6.83,-0.219334331,-11.73,Bloomington Public School District,10641,48.32%,41.21%,Bloomington Public School District,10347,45.42%,39.02%,Bloomington Public Schools,10442,41.97%,47.53%
1,272,68.77,73.49,Eden Prairie Public School District,59.26,67.98,Eden Prairie Public School District,58.71,64.8,Eden Prairie Public School District,-0.138287044,-9.51,-0.009281134,-0.55,-0.146284717,-10.06,-0.074976187,-5.51,-0.046778464,-3.18,-0.118247381,-8.69,Eden Prairie Public School District,8899,56.95%,21.73%,Eden Prairie Public School District,8861,52.33%,18.05%,Eden Prairie Public School District,9292,48.47%,30.14%
1,273,76.52,77.47,Edina Public School District,67.02,73.19,Edina Public School District,72.48,76.13,Edina Public School District,-0.124150549,-9.5,0.081468218,5.46,-0.052796654,-4.04,-0.055247192,-4.28,0.040169422,2.94,-0.017297018,-1.34,Edina Public School District,8510,73.16%,8.88%,Edina Public School District,8473,67.63%,11.72%,Edina Public School District,8794,67.35%,16.69%
1,276,79.24,81.51,Minnetonka Public School District,72.57,73.25,Minnetonka Public School District,74.68,74.6,Minnetonka Public School District,-0.084174659,-6.67,0.029075375,2.11,-0.057546694,-4.56,-0.101337259,-8.26,0.018430034,1.35,-0.084774874,-6.91,Minnetonka Public School District,10970,83.25%,5.93%,Minnetonka Public School District,11307,78.85%,3.65%,Minnetonka Public School District,11323,76.20%,10.96%
1,277,78.67,77.55,Westonka Public School District,68.8,73.16,Westonka Public School District,74.69,77.31,Westonka Public School District,-0.125460786,-9.87,0.085610465,5.89,-0.050591077,-3.98,-0.05660864,-4.39,0.056724986,4.15,-0.003094778,-0.24,Westonka Public School District,2447,86.31%,16.10%,Westonka Public School District,2425,87.09%,11.67%,Westonka Public School District,2442,85.05%,18.14%
1,278,75.64,78.92,Orono Public School District,68.18,73.15,Orono Public School District,73.39,72.15,Orono Public School District,-0.098625066,-7.46,0.076415371,5.21,-0.029746166,-2.25,-0.073112012,-5.77,-0.01367054,-1,-0.085783071,-6.77,Orono Public School District,2885,89.19%,6.69%,Orono Public School District,2859,88.25%,5.60%,Orono Public School District,2987,86.94%,8.97%
1,279,49.33,55.05,Osseo Public School District,41.67,49.54,Osseo Public School District,42.97,47.04,Osseo Public School District,-0.155280762,-7.66,0.031197504,1.3,-0.12892763,-6.36,-0.100090827,-5.51,-0.050464271,-2.5,-0.145504087,-8.01,Osseo Public School District,21472,42.67%,41.24%,Osseo Public School District,20609,39.57%,39.78%,Osseo Public School District,21138,37.08%,43.87%
1,280,37.44,43.62,Richfield Public School District,28.71,34.86,Richfield Public School District,30.65,37.47,Richfield Public School District,-0.233173077,-8.73,0.067572274,1.94,-0.181356838,-6.79,-0.200825309,-8.76,0.074870912,2.61,-0.140990371,-6.15,Richfield Public School District,4319,28.66%,61.66%,Richfield Public School District,4151,28.88%,50.83%,Richfield Public School District,4094,29.21%,53.69%
1,281,35.23,48.82,Robbinsdale Public School District,25.48,42.91,Robbinsdale Public School District,26.14,41.19,Robbinsdale Public School District,-0.276752768,-9.75,0.025902669,0.66,-0.258018734,-9.09,-0.121056944,-5.91,-0.040083897,-1.72,-0.156288406,-7.63,Robbinsdale Public School District,12546,39.08%,50.78%,Robbinsdale Public School District,11362,35.05%,46.22%,Robbinsdale Public School District,10810,32.92%,58.26%
1,282,70.77,67.49,St. Anthony-New Brighton Schools,48.24,57.78,St. Anthony-New Brighton Schools,48.57,58.48,St. Anthony-New Brighton Schools,-0.318355235,-22.53,0.006840796,0.33,-0.313692242,-22.2,-0.143873166,-9.71,0.012114919,0.7,-0.133501259,-9.01,St. Anthony-New Brighton Schools,1837,65.54%,25.69%,St. Anthony-New Brighton Schools,1782,61.84%,16.95%,St. Anthony-New Brighton Schools,1891,61.50%,29.35%
1,283,53.2,59.07,St. Louis Park Public School Dist.,43.46,48.06,St. Louis Park Public School District,47.76,53.3,St. Louis Park Public School District,-0.183082707,-9.74,0.098941555,4.3,-0.102255639,-5.44,-0.18638903,-11.01,0.109030379,5.24,-0.097680718,-5.77,St. Louis Park Public School District,4714,54.35%,36.13%,St. Louis Park Public School District,4581,53.02%,26.83%,St. Louis Park Public School District,4446,50.94%,36.30%
1,284,79.12,80.69,Wayzata Public School District,77.78,76.96,Wayzata Public School District,72.33,72.13,Wayzata Public School District,-0.016936299,-1.34,-0.070069427,-5.45,-0.085819009,-6.79,-0.046226298,-3.73,-0.062759875,-4.83,-0.106085017,-8.56,Wayzata Public School District,11948,62.59%,11.22%,Wayzata Public School District,12018,59.76%,6.93%,Wayzata Public School District,12951,57.15%,17.23%
1,286,13.83,22.44,Brooklyn Center School District,4.47,17.08,Brooklyn Center School District,5.37,13.61,Brooklyn Center Community Schools,-0.676789588,-9.36,0.201342282,0.9,-0.611713666,-8.46,-0.23885918,-5.36,-0.203161593,-3.47,-0.393493761,-8.83,Brooklyn Center School District,2492,19.54%,75.44%,Brooklyn Center School District,2167,15.41%,71.16%,Brooklyn Center Community Schools,2174,17.11%,77.78%
6,287,12.37,21.05,Intermediate School District 287,5.26,17.65,Intermediate School District 287,15.22,18.75,Intermediate School District 287,-0.574777688,-7.11,1.893536122,9.96,0.23039612,2.85,-0.16152019,-3.4,0.062322946,1.1,-0.109263658,-2.3,Intermediate School District 287,1075,43.35%,56.19%,Intermediate School District 287,800,39.38%,57.00%,Intermediate School District 287,927,33.33%,60.41%
6,288,10,18,Southwest Metro Intermediate 288,8.6,23.17,Southwest Metro Intermediate 288,6.32,9.09,Southwest Metro Intermediate 288,-0.14,-1.4,-0.265116279,-2.28,-0.368,-3.68,0.287222222,5.17,-0.607682348,-14.08,-0.495,-8.91,Southwest Metro Intermediate 288,345,73.62%,40.87%,Southwest Metro Intermediate 288,430,73.26%,27.44%,Southwest Metro Intermediate 288,560,64.11%,36.96%
1,294,40.65,58.07,Houston Public School District,32.88,50.91,Houston Public School District,32.56,49.74,Houston Public School District,-0.191143911,-7.77,-0.00973236,-0.32,-0.19901599,-8.09,-0.123299466,-7.16,-0.022981732,-1.17,-0.143447563,-8.33,Houston Public School District,1976,74.85%,30.01%,Houston Public School District,1906,71.20%,36.04%,Houston Public School District,1934,68.20%,52.02%
1,297,45.88,70.05,Spring Grove School District,60.61,65.03,Spring Grove School District,48.7,59.89,Spring Grove School District,0.321054926,14.73,-0.196502227,-11.91,0.06146469,2.82,-0.071663098,-5.02,-0.079040443,-5.14,-0.145039258,-10.16,Spring Grove School District,361,96.68%,32.41%,Spring Grove School District,345,92.46%,21.74%,Spring Grove School District,349,93.98%,29.80%
1,299,58.42,60.57,Caledonia Public School District,50.56,62.95,Caledonia Public School District,55.99,66.47,Caledonia Public School District,-0.134542965,-7.86,0.107397152,5.43,-0.041595344,-2.43,0.03929338,2.38,0.055917395,3.52,0.097407958,5.9,Caledonia Public School District,718,96.10%,27.16%,Caledonia Public School District,732,94.67%,18.72%,Caledonia Public School District,693,94.66%,24.10%
1,300,47.08,55.33,LA CRESCENT-HOKAH,35.81,45.98,La Crescent-Hokah School District,36.78,50.76,La Crescent-Hokah School District,-0.239379779,-11.27,0.027087406,0.97,-0.218776551,-10.3,-0.168986083,-9.35,0.103958243,4.78,-0.082595337,-4.57,La Crescent-Hokah School District,1108,89.17%,20.22%,La Crescent-Hokah School District,1069,88.12%,15.53%,La Crescent-Hokah School District,998,89.38%,23.25%
1,306,24.42,48.66,Laporte Public School District,22.29,39.31,Laporte Public School District,25.41,34.24,Laporte Public School District,-0.087223587,-2.13,0.139973082,3.12,0.040540541,0.99,-0.19214961,-9.35,-0.128974816,-5.07,-0.296341965,-14.42,Laporte Public School District,338,75.74%,57.10%,Laporte Public School District,333,79.58%,48.35%,Laporte Public School District,332,79.22%,55.12%
1,308,58.04,68.05,Nevis Public School District,56.07,60.76,Nevis Public School District,52.51,57.77,Nevis Public School District,-0.033942109,-1.97,-0.063492063,-3.56,-0.095279118,-5.53,-0.107127112,-7.29,-0.049210007,-2.99,-0.151065393,-10.28,Nevis Public School District,626,88.98%,45.85%,Nevis Public School District,579,86.70%,35.58%,Nevis Public School District,621,85.51%,44.28%
1,309,45.71,51.41,Park Rapids Public School District,38.26,41,Park Rapids Public School District,38.61,40.86,Park Rapids Public School District,-0.16298403,-7.45,0.009147935,0.35,-0.155327062,-7.1,-0.202489788,-10.41,-0.003414634,-0.14,-0.205212994,-10.55,Park Rapids Public School District,1739,83.90%,51.01%,Park Rapids Public School District,1744,82.63%,42.32%,Park Rapids Public School District,1589,79.61%,48.21%
1,314,59.9,59.51,Braham Public School District,43.83,48.7,Braham Public School District,45.97,50.84,Braham Public School District,-0.268280467,-16.07,0.048825006,2.14,-0.232554257,-13.93,-0.181650143,-10.81,0.043942505,2.14,-0.1456898,-8.67,Braham Public School District,755,93.91%,41.32%,Braham Public School District,734,91.28%,24.25%,Braham Public School District,783,87.48%,37.80%
1,316,50.37,61.21,Greenway Public School District,45.74,44.34,Greenway Public School District,43.16,44.08,Greenway Public School District,-0.091919794,-4.63,-0.056405772,-2.58,-0.143140758,-7.21,-0.275608561,-16.87,-0.00586378,-0.26,-0.279856233,-17.13,Greenway Public School District,1067,84.35%,52.39%,Greenway Public School District,1066,81.80%,39.87%,Greenway Public School District,970,82.68%,52.27%
1,317,40.18,53.51,Deer River Public School District,32.98,44.69,Deer River Public School District,37.43,47.84,Deer River Public School District,-0.179193629,-7.2,0.134930261,4.45,-0.068442011,-2.75,-0.164829004,-8.82,0.070485567,3.15,-0.105961503,-5.67,Deer River Public School District,971,52.83%,68.69%,Deer River Public School District,901,50.06%,61.04%,Deer River Public School District,833,50.90%,63.87%
1,318,53.42,61.69,Grand Rapids Public School District,45.86,53.91,Grand Rapids Public School District,47.22,55.89,Grand Rapids Public School District,-0.14152003,-7.56,0.029655473,1.36,-0.1160614,-6.2,-0.126114443,-7.78,0.03672788,1.98,-0.094018479,-5.8,Grand Rapids Public School District,4149,85.51%,38.59%,Grand Rapids Public School District,4057,86.22%,32.88%,Grand Rapids Public School District,3972,84.14%,42.70%
1,319,45.36,50.47,Nashwauk-Keewatin School District,35.96,46.34,Nashwauk-Keewatin School District,33.08,43.94,Nashwauk-Keewatin School District,-0.207231041,-9.4,-0.080088988,-2.88,-0.270723104,-12.28,-0.081830791,-4.13,-0.051791109,-2.4,-0.129383792,-6.53,Nashwauk-Keewatin School District,610,87.38%,53.11%,Nashwauk-Keewatin School District,599,87.15%,39.73%,Nashwauk-Keewatin School District,541,83.73%,52.31%
1,330,38.41,45.65,Heron Lake-Okabena School District,18.46,34.29,Heron Lake-Okabena School District,33.33,38.66,Heron Lake-Okabena School District,-0.519395991,-19.95,0.80552546,14.87,-0.132257225,-5.08,-0.248849945,-11.36,0.127442403,4.37,-0.153121577,-6.99,Heron Lake-Okabena School District,300,83.67%,42.33%,Heron Lake-Okabena School District,324,73.77%,42.59%,Heron Lake-Okabena School District,260,74.62%,47.69%
1,332,58.86,66.06,Mora Public School District,51.88,61.3,Mora Public School District,51.44,61.14,Mora Public Schools,-0.118586476,-6.98,-0.00848111,-0.44,-0.126061842,-7.42,-0.072055707,-4.76,-0.002610114,-0.16,-0.074477748,-4.92,Mora Public School District,1643,91.36%,39.93%,Mora Public School District,1607,89.73%,33.35%,Mora Public Schools,1656,87.68%,40.58%
1,333,52.43,44.61,Ogilvie Public School District,36.19,47.17,Ogilvie Public School District,34.65,36.68,Ogilvie Public School District,-0.309746328,-16.24,-0.042553191,-1.54,-0.339118825,-17.78,0.057386236,2.56,-0.22238711,-10.49,-0.177762833,-7.93,Ogilvie Public School District,510,97.84%,40.20%,Ogilvie Public School District,526,97.53%,30.99%,Ogilvie Public School District,472,97.25%,40.47%
1,345,63.87,69.28,New London-Spicer School District,56.96,62.27,New London-Spicer School District,53.44,58.61,New London-Spicer School District,-0.108188508,-6.91,-0.061797753,-3.52,-0.163300454,-10.43,-0.101183603,-7.01,-0.058776297,-3.66,-0.154012702,-10.67,New London-Spicer School District,1556,91.32%,26.09%,New London-Spicer School District,1550,89.35%,16.45%,New London-Spicer School District,1518,89.72%,23.91%
